REGISTRATION_DATE,REGISTRATION_STATE_CGNDE,PURCHASE_COUNT_DELIVERY,FIRST_PURCHASE,LAST_PURCHASE,CUSTOMER_ID,MISC_PURCHASES,HOME_PURCHASES,COSMETICS_PURCHASES,FASHION_PURCHASES,PURCHASE_TOTAL_EUR,DISTINCT_PURCHASE_COUNT,PREFERRED_DEVICE,IOS_PURCHASES,WEB_PURCHASES,ANDROID_PURCHASES,HAS_VALID_PAYMENT_METHOD,MOST_COMMON_HOUR_OF_THE_DAY_TO_PURCHASE,MOST_COMMON_WEEKDAY_TO_PURCHASE,AVG_DAYS_BETWEEN_PURCHASES,AVERAGE_DELIVERY_DISTANCE_KMS
2021-09-02,MUC,,,,934,,,,,,,ios,,,,False,,,,
2021-09-02,FRA,,,,935,,,,,,,android,,,,False,,,,
2021-09-02,FRA,0.0,2021-11-09 00:00:00,2021-11-09 00:00:00,936,0.0,0.0,0.0,1.0,18.216,1.0,ios,1.0,0.0,0.0,True,3.0,6.0,,2.318
2021-09-02,BER,,,,937,,,,,,,ios,,,,False,,,,
2021-09-02,FRA,9.0,2021-09-02 00:00:00,2022-09-27 00:00:00,938,0.0,4.0,0.0,5.0,263.12,7.0,ios,9.0,0.0,0.0,True,17.0,4.0,49.0,10.36
2021-09-02,BER,,,,939,,,,,,,ios,,,,False,,,,
2021-09-02,FRA,1.0,2021-09-02 00:00:00,2021-09-02 00:00:00,940,0.0,1.0,0.0,0.0,26.312,1.0,android,0.0,0.0,1.0,False,6.0,6.0,,9.143
2021-09-02,BER,25.0,2021-09-21 00:00:00,2022-10-30 00:00:00,941,0.0,11.0,0.0,15.0,559.636,13.0,web,6.0,20.0,0.0,True,21.0,4.0,16.0,10.65
2021-09-02,FRA,,,,942,,,,,,,ios,,,,False,,,,
2021-09-02,FRA,,,,943,,,,,,,android,,,,False,,,,
2021-09-02,FRA,1.0,2022-07-29 00:00:00,2022-07-29 00:00:00,944,0.0,1.0,0.0,0.0,45.54,1.0,ios,1.0,0.0,0.0,False,6.0,1.0,,11.229
2021-09-02,FRA,,,,945,,,,,,,ios,,,,False,,,,
2021-09-02,BER,1.0,2022-09-18 00:00:00,2022-09-18 00:00:00,946,0.0,0.0,0.0,1.0,17.204,1.0,ios,1.0,0.0,0.0,False,18.0,3.0,,2.537
2021-09-02,FRA,,,,947,,,,,,,ios,,,,False,,,,
2021-09-02,MUC,2.0,2022-06-30 00:00:00,2022-07-07 00:00:00,948,2.0,0.0,0.0,0.0,17.204,1.0,android,0.0,2.0,0.0,True,2.0,6.0,7.0,0.843
2021-09-02,FRA,8.0,2021-10-19 00:00:00,2022-10-23 00:00:00,949,0.0,5.0,0.0,3.0,225.676,8.0,ios,8.0,0.0,0.0,False,12.0,6.0,53.0,6.84
2021-09-02,FRA,,,,950,,,,,,,web,,,,False,,,,
2021-09-02,FRA,4.0,2021-09-02 00:00:00,2022-06-24 00:00:00,951,0.0,3.0,2.0,8.0,558.624,7.0,ios,13.0,0.0,0.0,True,17.0,1.0,25.0,4.16
2021-09-02,BER,2.0,2021-09-03 00:00:00,2021-10-27 00:00:00,952,0.0,0.0,0.0,2.0,34.408,2.0,ios,2.0,0.0,0.0,True,22.0,5.0,54.0,2.744
2021-09-02,FRA,29.0,2022-04-03 00:00:00,2022-10-28 00:00:00,953,2.0,9.0,0.0,18.0,609.224,7.0,android,0.0,0.0,29.0,True,11.0,3.0,7.0,4.629
2021-09-02,BER,,,,954,,,,,,,android,,,,False,,,,
2021-09-02,FRA,2.0,2021-09-02 00:00:00,2021-10-01 00:00:00,955,0.0,1.0,0.0,1.0,48.576,1.0,android,0.0,0.0,2.0,True,1.0,3.0,29.0,11.627
2021-09-02,BER,,,,956,,,,,,,ios,,,,False,,,,
2021-09-02,MUC,,,,957,,,,,,,android,,,,False,,,,
2021-09-02,FRA,2.0,2021-09-02 00:00:00,2021-10-11 00:00:00,958,0.0,2.0,0.0,0.0,96.14,2.0,ios,2.0,0.0,0.0,False,19.0,6.0,39.0,11.663
2021-09-02,MUC,1.0,2021-09-02 00:00:00,2021-09-02 00:00:00,959,0.0,1.0,0.0,0.0,6.072,1.0,android,0.0,0.0,1.0,False,22.0,5.0,,8.551
2021-09-02,FRA,1.0,2021-09-02 00:00:00,2021-09-02 00:00:00,960,0.0,1.0,0.0,0.0,18.216,1.0,web,0.0,1.0,0.0,True,8.0,6.0,,9.42
2021-09-02,BER,,,,961,,,,,,,ios,,,,False,,,,
2021-09-02,FRA,,,,962,,,,,,,web,,,,False,,,,
2021-09-02,BER,,,,963,,,,,,,ios,,,,False,,,,
2021-09-02,BER,,,,964,,,,,,,ios,,,,False,,,,
2021-09-02,BER,,,,965,,,,,,,ios,,,,False,,,,
2021-09-02,FRA,8.0,2021-09-02 00:00:00,2022-01-11 00:00:00,966,0.0,3.0,1.0,4.0,238.832,5.0,android,0.0,0.0,8.0,True,14.0,5.0,19.0,9.462
2021-09-02,BER,,,,967,,,,,,,android,,,,False,,,,
2021-09-02,BER,1.0,2021-09-02 00:00:00,2021-09-02 00:00:00,968,0.0,1.0,0.0,0.0,18.216,1.0,ios,1.0,0.0,0.0,False,19.0,4.0,,10.608
2021-09-02,FRA,,,,969,,,,,,,android,,,,False,,,,
2021-09-02,MUC,9.0,2021-09-02 00:00:00,2022-10-13 00:00:00,971,0.0,4.0,0.0,5.0,78.936,5.0,web,0.0,9.0,0.0,True,20.0,6.0,51.0,2.872
2021-09-02,MUC,2.0,2021-09-02 00:00:00,2021-09-03 00:00:00,972,0.0,1.0,0.0,1.0,73.876,2.0,ios,2.0,0.0,0.0,True,0.0,5.0,1.0,3.207
2021-09-02,BER,,,,973,,,,,,,ios,,,,False,,,,
2021-09-02,BER,,,,974,,,,,,,ios,,,,False,,,,
2021-09-02,FRA,,,,975,,,,,,,android,,,,True,,,,
2021-09-02,MUC,,,,976,,,,,,,android,,,,False,,,,
2021-09-02,FRA,,,,977,,,,,,,web,,,,False,,,,
2021-09-02,FRA,2.0,2021-09-02 00:00:00,2021-09-14 00:00:00,978,0.0,1.0,0.0,1.0,32.384,2.0,android,0.0,0.0,2.0,True,20.0,3.0,12.0,3.318
2021-09-02,FRA,2.0,2021-09-11 00:00:00,2022-03-25 00:00:00,979,0.0,0.0,0.0,2.0,60.72,2.0,ios,2.0,0.0,0.0,True,2.0,1.0,196.0,11.898
2021-09-02,MUC,3.0,2021-09-02 00:00:00,2022-07-23 00:00:00,980,1.0,1.0,2.0,2.0,51.612,5.0,android,0.0,1.0,5.0,True,18.0,3.0,65.0,6.491
2021-09-02,FRA,13.0,2021-09-18 00:00:00,2021-12-26 00:00:00,981,0.0,4.0,0.0,9.0,298.54,5.0,ios,13.0,0.0,0.0,True,17.0,1.0,8.0,9.029
2021-09-02,FRA,1.0,2022-07-02 00:00:00,2022-07-02 00:00:00,982,1.0,0.0,0.0,0.0,20.24,1.0,android,0.0,0.0,1.0,True,4.0,3.0,,9.166
2021-09-02,BER,,,,983,,,,,,,android,,,,False,,,,
2021-09-02,BER,,,,984,,,,,,,ios,,,,False,,,,
2021-09-02,FRA,,,,985,,,,,,,android,,,,False,,,,
2021-09-02,FRA,,,,986,,,,,,,ios,,,,False,,,,
2021-09-02,MUC,,,,987,,,,,,,android,,,,False,,,,
2021-09-02,FRA,12.0,2021-09-02 00:00:00,2022-08-29 00:00:00,988,2.0,10.0,0.0,0.0,330.924,8.0,ios,12.0,0.0,0.0,True,19.0,6.0,33.0,5.828
2021-09-02,FRA,13.0,2021-10-15 00:00:00,2022-10-15 00:00:00,989,0.0,6.0,0.0,7.0,422.004,7.0,ios,13.0,0.0,0.0,False,23.0,1.0,31.0,1.752
2021-09-02,FRA,,,,990,,,,,,,web,,,,False,,,,
2021-09-02,FRA,,,,991,,,,,,,android,,,,False,,,,
2021-09-02,MUC,,,,992,,,,,,,ios,,,,False,,,,
2021-09-02,BER,,,,993,,,,,,,web,,,,False,,,,
2021-09-02,FRA,1.0,2021-09-02 00:00:00,2021-09-02 00:00:00,994,0.0,1.0,0.0,0.0,9.108,1.0,ios,1.0,0.0,0.0,True,10.0,7.0,,8.641
2021-09-02,FRA,10.0,2021-09-02 00:00:00,2022-10-19 00:00:00,995,0.0,7.0,0.0,5.0,256.036,3.0,ios,12.0,0.0,0.0,True,4.0,5.0,38.0,9.546
2021-09-02,BER,,,,996,,,,,,,web,,,,False,,,,
2021-09-02,FRA,,,,997,,,,,,,ios,,,,False,,,,
2021-09-02,MUC,1.0,2021-09-02 00:00:00,2021-09-02 00:00:00,998,0.0,1.0,0.0,0.0,10.12,1.0,web,0.0,1.0,0.0,True,22.0,1.0,,0.984
2021-09-02,BER,2.0,2021-09-02 00:00:00,2021-09-06 00:00:00,999,0.0,0.0,0.0,2.0,39.468,2.0,ios,2.0,0.0,0.0,False,10.0,7.0,4.0,0.27
2021-09-02,BER,1.0,2022-07-11 00:00:00,2022-07-11 00:00:00,1000,0.0,0.0,0.0,1.0,23.276,1.0,ios,1.0,0.0,0.0,False,15.0,2.0,,10.108
2021-09-02,FRA,,,,1001,,,,,,,ios,,,,False,,,,
2021-09-02,BER,8.0,2021-10-05 00:00:00,2022-08-29 00:00:00,1002,0.0,1.0,0.0,7.0,267.168,7.0,ios,8.0,0.0,0.0,True,10.0,5.0,47.0,8.376
2021-09-02,FRA,18.0,2021-09-02 00:00:00,2022-10-16 00:00:00,1003,1.0,12.0,0.0,5.0,446.292,6.0,web,17.0,1.0,0.0,True,22.0,6.0,24.0,7.804
2021-09-02,FRA,,,,1004,,,,,,,android,,,,False,,,,
2021-09-02,FRA,1.0,2021-09-02 00:00:00,2021-09-02 00:00:00,1005,0.0,1.0,0.0,0.0,44.528,1.0,android,0.0,0.0,1.0,False,11.0,2.0,,8.289
2021-09-02,FRA,,,,1006,,,,,,,ios,,,,False,,,,
2021-09-02,FRA,,,,1007,,,,,,,android,,,,False,,,,
2021-09-02,FRA,,,,1008,,,,,,,ios,,,,False,,,,
2021-09-02,BER,1.0,2021-09-04 00:00:00,2021-09-04 00:00:00,1009,0.0,1.0,0.0,0.0,43.516,1.0,ios,1.0,0.0,0.0,True,14.0,3.0,,6.724
2021-09-02,BER,3.0,2022-04-03 00:00:00,2022-10-31 00:00:00,1010,2.0,3.0,0.0,2.0,234.784,3.0,ios,7.0,0.0,0.0,True,7.0,7.0,35.0,2.244
2021-09-02,FRA,4.0,2021-09-02 00:00:00,2022-08-26 00:00:00,1011,0.0,4.0,0.0,0.0,109.296,3.0,ios,2.0,2.0,0.0,True,2.0,1.0,120.0,5.055
2021-09-02,FRA,,,,1012,,,,,,,ios,,,,False,,,,
2021-09-02,MUC,,,,1013,,,,,,,web,,,,False,,,,
2021-09-02,BER,21.0,2021-09-02 00:00:00,2022-05-08 00:00:00,1014,1.0,9.0,0.0,11.0,489.808,9.0,android,0.0,0.0,21.0,False,11.0,4.0,12.0,9.381
2021-09-02,BER,1.0,2021-09-02 00:00:00,2021-09-02 00:00:00,1015,0.0,1.0,0.0,0.0,46.552,1.0,web,0.0,1.0,0.0,True,8.0,6.0,,0.821
2021-09-02,FRA,,,,1016,,,,,,,web,,,,False,,,,
2021-09-02,MUC,,,,1017,,,,,,,android,,,,False,,,,
2021-09-02,FRA,,,,1018,,,,,,,android,,,,False,,,,
2021-09-02,FRA,,,,1019,,,,,,,ios,,,,False,,,,
2021-09-02,BER,1.0,2021-12-11 00:00:00,2021-12-11 00:00:00,1020,0.0,1.0,0.0,0.0,27.324,1.0,ios,1.0,0.0,0.0,False,15.0,2.0,,9.642
2021-09-02,BER,1.0,2021-09-02 00:00:00,2021-09-02 00:00:00,1021,0.0,0.0,0.0,1.0,56.672,1.0,web,0.0,0.0,1.0,False,17.0,6.0,,1.908
2021-09-02,FRA,1.0,2022-10-13 00:00:00,2022-10-13 00:00:00,1022,0.0,1.0,0.0,0.0,19.228,1.0,ios,1.0,0.0,0.0,False,16.0,7.0,,6.093
2021-09-02,FRA,,,,1023,,,,,,,android,,,,False,,,,
2021-09-02,BER,,,,1024,,,,,,,android,,,,False,,,,
2021-09-02,BER,1.0,2021-12-21 00:00:00,2021-12-21 00:00:00,1025,0.0,0.0,0.0,1.0,36.432,1.0,web,0.0,0.0,1.0,False,19.0,2.0,,7.848
2021-09-02,FRA,3.0,2022-06-19 00:00:00,2022-09-17 00:00:00,1026,0.0,0.0,0.0,3.0,77.924,3.0,android,0.0,0.0,3.0,False,8.0,3.0,45.0,6.636
2021-09-02,FRA,38.0,2021-09-02 00:00:00,2022-10-04 00:00:00,1027,0.0,15.0,1.0,21.0,772.156,12.0,web,0.0,2.0,36.0,True,0.0,2.0,11.0,4.343
2021-09-02,FRA,,,,1028,,,,,,,android,,,,False,,,,
2021-09-02,MUC,1.0,2021-09-07 00:00:00,2021-09-07 00:00:00,1029,0.0,0.0,0.0,1.0,6.072,1.0,web,0.0,1.0,0.0,True,0.0,2.0,,11.438
2021-09-02,FRA,3.0,2021-09-02 00:00:00,2022-09-04 00:00:00,1030,0.0,2.0,0.0,2.0,135.608,5.0,android,2.0,0.0,3.0,True,13.0,4.0,92.0,10.25
2021-09-02,BER,,,,1031,,,,,,,ios,,,,False,,,,
2021-09-02,BER,,,,1032,,,,,,,web,,,,False,,,,
2021-09-02,FRA,,,,1033,,,,,,,android,,,,False,,,,
2021-09-02,BER,,,,1034,,,,,,,web,,,,False,,,,
2021-09-02,FRA,,,,1035,,,,,,,android,,,,False,,,,
2021-09-02,FRA,,,,1036,,,,,,,android,,,,False,,,,
2021-09-02,BER,,,,1037,,,,,,,ios,,,,False,,,,
2021-09-02,FRA,,,,1038,,,,,,,android,,,,False,,,,
2021-09-02,FRA,4.0,2021-09-02 00:00:00,2021-11-22 00:00:00,1039,0.0,3.0,0.0,1.0,85.008,3.0,web,4.0,0.0,0.0,True,3.0,6.0,27.0,4.5
2021-09-02,MUC,1.0,2021-09-02 00:00:00,2021-09-02 00:00:00,1040,0.0,0.0,0.0,1.0,19.228,1.0,ios,1.0,0.0,0.0,False,12.0,4.0,,5.638
2021-09-02,BER,1.0,2022-06-11 00:00:00,2022-06-11 00:00:00,1041,0.0,0.0,0.0,1.0,10.12,1.0,android,0.0,0.0,1.0,False,13.0,2.0,,9.704
2021-09-02,MUC,,,,1042,,,,,,,web,,,,False,,,,
2021-09-02,BER,,,,1043,,,,,,,ios,,,,False,,,,
2021-09-02,FRA,3.0,2022-04-01 00:00:00,2022-07-15 00:00:00,1044,1.0,1.0,0.0,1.0,124.476,2.0,ios,0.0,3.0,0.0,True,13.0,3.0,53.0,6.782
2021-09-02,FRA,,,,1045,,,,,,,web,,,,False,,,,
2021-09-02,FRA,1.0,2022-04-20 00:00:00,2022-04-20 00:00:00,1046,0.0,1.0,0.0,0.0,52.624,1.0,ios,0.0,1.0,0.0,True,3.0,5.0,,9.889
2021-09-02,MUC,,,,1047,,,,,,,ios,,,,False,,,,
2021-09-02,FRA,,,,1048,,,,,,,ios,,,,False,,,,
2021-09-02,FRA,102.0,2021-09-02 00:00:00,2022-10-31 00:00:00,1049,3.0,63.0,2.0,34.0,2143.416,25.0,android,0.0,0.0,102.0,False,13.0,7.0,4.0,11.027
2021-09-02,MUC,5.0,2022-03-18 00:00:00,2022-09-27 00:00:00,1050,0.0,0.0,3.0,2.0,90.068,4.0,ios,5.0,0.0,0.0,True,8.0,4.0,48.0,0.836
2021-09-02,BER,9.0,2021-09-02 00:00:00,2022-10-26 00:00:00,1051,0.0,0.0,0.0,9.0,423.016,4.0,ios,9.0,0.0,0.0,True,10.0,7.0,53.0,6.618
2021-09-02,FRA,,,,1052,,,,,,,web,,,,False,,,,
2021-09-02,FRA,18.0,2021-09-02 00:00:00,2022-06-02 00:00:00,1053,0.0,13.0,0.0,5.0,326.876,4.0,web,0.0,18.0,0.0,True,18.0,3.0,16.0,9.55
2021-09-02,FRA,5.0,2021-09-04 00:00:00,2022-01-14 00:00:00,1054,0.0,2.0,0.0,3.0,92.092,3.0,android,0.0,0.0,5.0,False,2.0,5.0,33.0,11.545
2021-09-02,FRA,19.0,2021-09-02 00:00:00,2022-10-24 00:00:00,1055,0.0,5.0,1.0,13.0,397.716,6.0,ios,19.0,0.0,0.0,True,11.0,6.0,23.0,2.273
2021-09-02,FRA,,,,1056,,,,,,,ios,,,,False,,,,
2021-09-02,FRA,,,,1057,,,,,,,android,,,,False,,,,
2021-09-02,BER,1.0,2022-04-12 00:00:00,2022-10-07 00:00:00,1058,0.0,0.0,0.0,4.0,141.68,3.0,ios,4.0,0.0,0.0,False,6.0,3.0,59.0,0.407
2021-09-02,FRA,41.0,2021-09-09 00:00:00,2022-10-19 00:00:00,1059,0.0,11.0,19.0,28.0,1839.816,14.0,android,0.0,0.0,58.0,True,21.0,1.0,7.0,8.666
2021-09-02,FRA,1.0,2021-09-02 00:00:00,2021-09-02 00:00:00,1060,0.0,0.0,0.0,1.0,105.248,1.0,ios,1.0,0.0,0.0,True,15.0,2.0,,11.477
2021-09-02,FRA,1.0,2021-09-03 00:00:00,2021-09-03 00:00:00,1061,0.0,0.0,0.0,1.0,9.108,1.0,android,0.0,0.0,1.0,False,13.0,4.0,,4.872
2021-09-02,FRA,4.0,2021-10-20 00:00:00,2022-05-04 00:00:00,1062,0.0,2.0,0.0,2.0,117.392,2.0,android,0.0,0.0,4.0,False,7.0,5.0,66.0,8.788
2021-09-02,FRA,,,,1063,,,,,,,ios,,,,False,,,,
2021-09-02,FRA,8.0,2021-09-02 00:00:00,2022-08-09 00:00:00,1064,0.0,3.0,1.0,5.0,260.084,5.0,android,0.0,0.0,9.0,True,6.0,5.0,43.0,0.661
2021-09-02,FRA,3.0,2021-09-03 00:00:00,2021-11-06 00:00:00,1065,0.0,1.0,0.0,2.0,57.684,3.0,android,2.0,0.0,1.0,True,8.0,6.0,32.0,0.302
2021-09-02,BER,1.0,2022-03-08 00:00:00,2022-03-08 00:00:00,1066,0.0,1.0,0.0,0.0,22.264,1.0,ios,1.0,0.0,0.0,True,3.0,1.0,,4.064
2021-09-02,FRA,40.0,2021-09-19 00:00:00,2022-10-21 00:00:00,1067,0.0,27.0,1.0,12.0,812.636,5.0,android,0.0,0.0,40.0,False,10.0,4.0,10.0,2.816
2021-09-02,FRA,3.0,2021-09-02 00:00:00,2022-08-05 00:00:00,1068,0.0,0.0,0.0,4.0,158.884,1.0,android,0.0,0.0,4.0,False,6.0,2.0,113.0,5.951
2021-09-02,BER,,,,1069,,,,,,,ios,,,,False,,,,
2021-09-02,FRA,,,,1070,,,,,,,web,,,,False,,,,
2021-09-02,FRA,3.0,2021-10-28 00:00:00,2022-08-04 00:00:00,1071,0.0,0.0,0.0,3.0,51.612,2.0,android,0.0,0.0,3.0,False,12.0,1.0,141.0,1.773
2021-09-02,BER,1.0,2021-09-03 00:00:00,2021-09-03 00:00:00,1072,0.0,0.0,0.0,1.0,61.732,1.0,android,0.0,0.0,1.0,False,18.0,4.0,,4.088
2021-09-02,BER,2.0,2022-01-14 00:00:00,2022-09-05 00:00:00,1073,0.0,1.0,0.0,1.0,76.912,2.0,ios,1.0,0.0,1.0,False,13.0,4.0,235.0,10.375
2021-09-02,BER,49.0,2021-09-11 00:00:00,2022-09-14 00:00:00,1074,0.0,10.0,4.0,37.0,1616.164,18.0,ios,51.0,0.0,0.0,False,7.0,4.0,7.0,0.098
2021-09-02,BER,,,,1075,,,,,,,android,,,,False,,,,
2021-09-02,FRA,7.0,2021-09-02 00:00:00,2022-10-04 00:00:00,1076,0.0,1.0,0.0,6.0,573.804,5.0,web,3.0,4.0,0.0,True,13.0,4.0,66.0,3.148
2021-09-02,FRA,,,,1077,,,,,,,ios,,,,False,,,,
2021-09-02,FRA,11.0,2021-09-05 00:00:00,2022-10-23 00:00:00,1078,1.0,3.0,0.0,8.0,556.6,4.0,web,0.0,2.0,10.0,True,18.0,2.0,38.0,2.267
2021-09-02,BER,1.0,2021-09-04 00:00:00,2021-09-04 00:00:00,1079,0.0,0.0,0.0,1.0,54.648,1.0,ios,1.0,0.0,0.0,True,2.0,1.0,,10.459
2021-09-02,BER,,,,1080,,,,,,,ios,,,,False,,,,
2021-09-02,FRA,5.0,2021-09-18 00:00:00,2022-10-06 00:00:00,1081,0.0,2.0,0.0,3.0,87.032,3.0,ios,4.0,1.0,0.0,True,4.0,2.0,96.0,1.501
2021-09-02,BER,,,,1082,,,,,,,web,,,,False,,,,
2021-09-02,FRA,2.0,2021-09-02 00:00:00,2022-05-26 00:00:00,1083,0.0,0.0,0.0,2.0,59.708,2.0,ios,2.0,0.0,0.0,True,22.0,4.0,267.0,9.805
2021-09-02,MUC,7.0,2021-09-02 00:00:00,2022-02-09 00:00:00,1084,6.0,0.0,0.0,1.0,47.564,1.0,ios,7.0,0.0,0.0,True,15.0,6.0,27.0,0.184
2021-09-02,FRA,,,,1085,,,,,,,android,,,,False,,,,
2021-09-02,FRA,1.0,2021-10-01 00:00:00,2021-10-01 00:00:00,1086,0.0,0.0,0.0,1.0,24.288,1.0,ios,1.0,0.0,0.0,False,4.0,4.0,,7.852
2021-09-02,BER,2.0,2021-09-10 00:00:00,2021-11-17 00:00:00,1087,0.0,1.0,0.0,1.0,38.456,2.0,ios,2.0,0.0,0.0,False,17.0,6.0,68.0,3.711
2021-09-02,BER,1.0,2021-09-02 00:00:00,2021-09-02 00:00:00,1088,0.0,0.0,0.0,1.0,28.336,1.0,ios,1.0,0.0,0.0,True,1.0,5.0,,7.881
2021-09-02,FRA,13.0,2021-09-02 00:00:00,2022-07-15 00:00:00,1089,1.0,4.0,2.0,6.0,495.88,5.0,android,0.0,0.0,13.0,False,11.0,3.0,26.0,5.091
2021-09-02,MUC,1.0,2021-09-04 00:00:00,2021-09-04 00:00:00,1090,0.0,1.0,0.0,0.0,6.072,1.0,ios,1.0,0.0,0.0,False,21.0,4.0,,9.166
2021-09-02,MUC,,,,1091,,,,,,,android,,,,False,,,,
2021-09-02,BER,1.0,2021-09-02 00:00:00,2021-09-02 00:00:00,1092,0.0,0.0,0.0,1.0,19.228,1.0,ios,1.0,0.0,0.0,True,17.0,2.0,,4.783
2021-09-02,MUC,5.0,2021-09-03 00:00:00,2022-03-27 00:00:00,1093,0.0,0.0,5.0,0.0,35.42,4.0,android,0.0,0.0,5.0,True,16.0,5.0,52.0,5.097
2021-09-02,BER,1.0,2021-09-02 00:00:00,2021-09-02 00:00:00,1094,0.0,0.0,0.0,1.0,45.54,1.0,web,0.0,1.0,0.0,True,10.0,1.0,,3.57
2021-09-02,MUC,9.0,2021-09-06 00:00:00,2022-10-12 00:00:00,1095,0.0,4.0,1.0,4.0,94.116,8.0,android,0.0,0.0,9.0,True,6.0,1.0,50.0,11.904
2021-09-02,FRA,1.0,2022-04-24 00:00:00,2022-04-24 00:00:00,1096,0.0,1.0,0.0,0.0,43.516,1.0,android,0.0,1.0,0.0,True,6.0,2.0,,10.78
2021-09-02,FRA,,,,1097,,,,,,,ios,,,,False,,,,
2021-09-02,BER,,,,1098,,,,,,,ios,,,,False,,,,
2021-09-02,BER,,,,1099,,,,,,,android,,,,False,,,,
2021-09-02,BER,,,,1100,,,,,,,web,,,,False,,,,
2021-09-02,FRA,,,,1101,,,,,,,android,,,,False,,,,
2021-09-02,BER,,,,1102,,,,,,,ios,,,,False,,,,
2021-09-02,BER,,,,1103,,,,,,,android,,,,False,,,,
2021-09-02,FRA,,,,1104,,,,,,,android,,,,False,,,,
2021-09-02,FRA,,,,1105,,,,,,,android,,,,False,,,,
2021-09-02,BER,1.0,2022-06-24 00:00:00,2022-06-24 00:00:00,1106,0.0,0.0,0.0,1.0,32.384,1.0,ios,0.0,1.0,0.0,True,1.0,6.0,,5.351
2021-09-02,BER,,,,1107,,,,,,,ios,,,,False,,,,
2021-09-02,BER,,,,1108,,,,,,,android,,,,False,,,,
2021-09-02,BER,,,,1109,,,,,,,android,,,,False,,,,
2021-09-02,BER,1.0,2021-09-02 00:00:00,2021-09-02 00:00:00,1110,0.0,0.0,0.0,1.0,17.204,1.0,web,0.0,1.0,0.0,True,9.0,5.0,,1.003
2021-09-02,BER,1.0,2021-09-02 00:00:00,2022-06-13 00:00:00,1111,0.0,0.0,0.0,2.0,53.636,2.0,web,1.0,1.0,0.0,True,18.0,6.0,285.0,11.737
2021-09-02,MUC,,,,1112,,,,,,,android,,,,False,,,,
2021-09-02,FRA,14.0,2021-09-02 00:00:00,2022-10-28 00:00:00,1113,1.0,5.0,1.0,7.0,412.896,5.0,android,0.0,0.0,14.0,False,10.0,2.0,32.0,10.007
2021-09-02,BER,8.0,2021-11-24 00:00:00,2022-10-02 00:00:00,1115,0.0,9.0,0.0,16.0,941.16,10.0,android,0.0,0.0,25.0,False,4.0,2.0,13.0,7.233
2021-09-02,MUC,0.0,2021-09-02 00:00:00,2021-09-02 00:00:00,1116,0.0,0.0,0.0,1.0,6.072,1.0,ios,1.0,0.0,0.0,True,0.0,3.0,,0.686
2021-09-02,FRA,,,,1117,,,,,,,ios,,,,False,,,,
2021-09-02,FRA,3.0,2022-03-18 00:00:00,2022-09-29 00:00:00,1118,0.0,1.0,0.0,2.0,74.888,3.0,android,0.0,0.0,3.0,True,8.0,4.0,98.0,10.864
2021-09-02,FRA,1.0,2022-10-18 00:00:00,2022-10-18 00:00:00,1119,0.0,0.0,0.0,1.0,25.3,1.0,android,1.0,0.0,0.0,True,19.0,1.0,,3.612
2021-09-02,FRA,,,,1120,,,,,,,android,,,,False,,,,
2021-09-02,BER,1.0,2021-09-02 00:00:00,2021-09-02 00:00:00,1121,0.0,0.0,0.0,1.0,24.288,1.0,ios,1.0,0.0,0.0,True,23.0,4.0,,8.334
2021-09-02,MUC,2.0,2022-10-09 00:00:00,2022-10-19 00:00:00,1122,0.0,2.0,0.0,0.0,29.348,2.0,android,0.0,0.0,2.0,True,20.0,4.0,10.0,9.978
2021-09-02,BER,8.0,2022-01-04 00:00:00,2022-06-07 00:00:00,1123,0.0,0.0,0.0,8.0,259.072,6.0,web,0.0,7.0,1.0,True,10.0,5.0,22.0,9.315
2021-09-02,BER,1.0,2022-04-26 00:00:00,2022-04-26 00:00:00,1124,0.0,0.0,0.0,1.0,40.48,1.0,web,0.0,1.0,0.0,True,6.0,2.0,,11.743
2021-09-02,BER,2.0,2021-09-02 00:00:00,2021-11-03 00:00:00,1125,0.0,1.0,0.0,1.0,40.48,2.0,ios,2.0,0.0,0.0,True,15.0,4.0,62.0,11.008
2021-09-02,BER,,,,1126,,,,,,,ios,,,,False,,,,
2021-09-02,BER,,,,1127,,,,,,,ios,,,,False,,,,
2021-09-02,MUC,6.0,2021-09-09 00:00:00,2022-10-09 00:00:00,1128,0.0,3.0,2.0,1.0,44.528,4.0,android,0.0,3.0,3.0,True,13.0,3.0,79.0,5.508
2021-09-02,BER,1.0,2022-03-29 00:00:00,2022-03-29 00:00:00,1129,0.0,0.0,0.0,1.0,34.408,1.0,ios,1.0,0.0,0.0,False,2.0,2.0,,10.452
2021-09-02,BER,,,,1130,,,,,,,web,,,,False,,,,
2021-09-02,MUC,6.0,2021-09-02 00:00:00,2022-01-23 00:00:00,1131,0.0,2.0,1.0,3.0,44.528,4.0,android,0.0,0.0,6.0,True,15.0,2.0,29.0,1.637
2021-09-02,FRA,7.0,2021-10-06 00:00:00,2022-10-04 00:00:00,1132,3.0,5.0,0.0,3.0,326.876,6.0,web,0.0,11.0,0.0,True,5.0,3.0,36.0,2.587
2021-09-02,BER,1.0,2021-09-02 00:00:00,2021-09-02 00:00:00,1133,0.0,0.0,0.0,1.0,297.528,1.0,web,0.0,1.0,0.0,True,10.0,7.0,,5.907
